,year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state,total_man_by_state,total_woman_by_state,total_people_by_state_and_age_range,total_man_by_state_and_age_range,total_woman_by_state_and_age_range,rate_level
2293,2012,Quintana Roo,No especificado,26095,10061,0,0,0,0,0,0,0,0
2294,2012,Quintana Roo,No recibe ingresos,155966,10791,0,0,0,0,0,0,0,0
2295,2012,San Luis Potos¡,1 salario m¡nimo,33069,2159,0,0,0,0,0,0,0,0
2296,2012,San Luis Potos¡,Menos de 1 s.m.,797916,58027,0,0,0,0,0,0,0,0
2297,2012,San Luis Potos¡,M s de 1 hasta 2 s.m.,13630,1194,0,0,0,0,0,0,0,0
2298,2012,San Luis Potos¡,M s de 10 s.m.,650132,366782,0,0,0,0,0,0,0,0
2299,2012,San Luis Potos¡,M s de 2 hasta 3 s.m.,264687,8651,0,0,0,0,0,0,0,0
2300,2012,San Luis Potos¡,M s de 3 hasta 5 s.m.,708885,245207,0,0,0,0,0,0,0,0
2301,2012,San Luis Potos¡,M s de 5 hasta 10 s.m.,105150,19641,0,0,0,0,0,0,0,0
2302,2012,San Luis Potos¡,No especificado,19931,9312,0,0,0,0,0,0,0,0
2303,2012,San Luis Potos¡,No recibe ingresos,114272,9666,0,0,0,0,0,0,0,0
2304,2012,Sinaloa,1 salario m¡nimo,13294,13294,0,0,0,0,0,0,0,0
2305,2012,Sinaloa,Menos de 1 s.m.,864236,124932,0,0,0,0,0,0,0,0
2306,2012,Sinaloa,M s de 1 hasta 2 s.m.,29330,7199,0,0,0,0,0,0,0,0
2307,2012,Sinaloa,M s de 10 s.m.,974877,547095,0,0,0,0,0,0,0,0
2308,2012,Sinaloa,M s de 2 hasta 3 s.m.,359326,12235,0,0,0,0,0,0,0,0
2309,2012,Sinaloa,M s de 3 hasta 5 s.m.,462248,190514,0,0,0,0,0,0,0,0
2310,2012,Sinaloa,M s de 5 hasta 10 s.m.,175299,47591,0,0,0,0,0,0,0,0
2311,2012,Sinaloa,No especificado,36278,17863,0,0,0,0,0,0,0,0
2312,2012,Sinaloa,No recibe ingresos,131981,9669,0,0,0,0,0,0,0,0
2313,2012,Sonora,1 salario m¡nimo,74273,2986,0,0,0,0,0,0,0,0
2314,2012,Sonora,Menos de 1 s.m.,567445,72811,0,0,0,0,0,0,0,0
2315,2012,Sonora,M s de 1 hasta 2 s.m.,37817,8368,0,0,0,0,0,0,0,0
2316,2012,Sonora,M s de 10 s.m.,768716,427033,0,0,0,0,0,0,0,0
2317,2012,Sonora,M s de 2 hasta 3 s.m.,371686,13233,0,0,0,0,0,0,0,0
2318,2012,Sonora,M s de 3 hasta 5 s.m.,794903,330348,0,0,0,0,0,0,0,0
2319,2012,Sonora,M s de 5 hasta 10 s.m.,150032,33141,0,0,0,0,0,0,0,0
2320,2012,Sonora,No especificado,45591,17239,0,0,0,0,0,0,0,0
2321,2012,Sonora,No recibe ingresos,124334,9037,0,0,0,0,0,0,0,0
2322,2012,Tabasco,1 salario m¡nimo,202705,26533,0,0,0,0,0,0,0,0
2323,2012,Tabasco,Menos de 1 s.m.,550306,28373,0,0,0,0,0,0,0,0
2324,2012,Tabasco,M s de 1 hasta 2 s.m.,17252,3444,0,0,0,0,0,0,0,0
2325,2012,Tabasco,M s de 10 s.m.,623462,322789,0,0,0,0,0,0,0,0
2326,2012,Tabasco,M s de 2 hasta 3 s.m.,289546,7039,0,0,0,0,0,0,0,0
2327,2012,Tabasco,M s de 3 hasta 5 s.m.,232302,64727,0,0,0,0,0,0,0,0
2328,2012,Tabasco,M s de 5 hasta 10 s.m.,65176,10194,0,0,0,0,0,0,0,0
2329,2012,Tabasco,No especificado,16745,6486,0,0,0,0,0,0,0,0
2330,2012,Tabasco,No recibe ingresos,139298,2643,0,0,0,0,0,0,0,0
2331,2012,Tamaulipas,1 salario m¡nimo,40862,3003,0,0,0,0,0,0,0,0
2332,2012,Tamaulipas,Menos de 1 s.m.,366571,20855,0,0,0,0,0,0,0,0
2333,2012,Tamaulipas,M s de 1 hasta 2 s.m.,50495,10369,0,0,0,0,0,0,0,0
2334,2012,Tamaulipas,M s de 10 s.m.,1018085,539572,0,0,0,0,0,0,0,0
2335,2012,Tamaulipas,M s de 2 hasta 3 s.m.,501978,26942,0,0,0,0,0,0,0,0
2336,2012,Tamaulipas,M s de 3 hasta 5 s.m.,945583,373719,0,0,0,0,0,0,0,0
2337,2012,Tamaulipas,M s de 5 hasta 10 s.m.,122492,31158,0,0,0,0,0,0,0,0
2338,2012,Tamaulipas,No especificado,58770,25589,0,0,0,0,0,0,0,0
2339,2012,Tamaulipas,No recibe ingresos,278833,30842,0,0,0,0,0,0,0,0
2340,2012,Tlaxcala,1 salario m¡nimo,1714,403,0,0,0,0,0,0,0,0
2341,2012,Tlaxcala,Menos de 1 s.m.,282293,29924,0,0,0,0,0,0,0,0
2342,2012,Tlaxcala,M s de 1 hasta 2 s.m.,4940,1029,0,0,0,0,0,0,0,0
2343,2012,Tlaxcala,M s de 10 s.m.,319232,181462,0,0,0,0,0,0,0,0
2344,2012,Tlaxcala,M s de 2 hasta 3 s.m.,172848,3172,0,0,0,0,0,0,0,0
2345,2012,Tlaxcala,M s de 3 hasta 5 s.m.,436751,190598,0,0,0,0,0,0,0,0
2346,2012,Tlaxcala,M s de 5 hasta 10 s.m.,31737,4577,0,0,0,0,0,0,0,0
2347,2012,Tlaxcala,No especificado,5767,1826,0,0,0,0,0,0,0,0
2348,2012,Tlaxcala,No recibe ingresos,56180,1996,0,0,0,0,0,0,0,0
2349,2012,Veracruz,1 salario m¡nimo,111746,10803,0,0,0,0,0,0,0,0
2350,2012,Veracruz,Menos de 1 s.m.,3004201,218855,0,0,0,0,0,0,0,0
2351,2012,Veracruz,M s de 1 hasta 2 s.m.,47200,6710,0,0,0,0,0,0,0,0
2352,2012,Veracruz,M s de 10 s.m.,2008212,1251320,0,0,0,0,0,0,0,0
2353,2012,Veracruz,M s de 2 hasta 3 s.m.,982959,32939,0,0,0,0,0,0,0,0
2354,2012,Veracruz,M s de 3 hasta 5 s.m.,1346302,404563,0,0,0,0,0,0,0,0
2355,2012,Veracruz,M s de 5 hasta 10 s.m.,241418,64552,0,0,0,0,0,0,0,0
2356,2012,Veracruz,No especificado,40410,9498,0,0,0,0,0,0,0,0
2357,2012,Veracruz,No recibe ingresos,549269,30787,0,0,0,0,0,0,0,0
2358,2012,Yucat n,1 salario m¡nimo,6999,831,0,0,0,0,0,0,0,0
2359,2012,Yucat n,Menos de 1 s.m.,464013,27503,0,0,0,0,0,0,0,0
2360,2012,Yucat n,M s de 1 hasta 2 s.m.,14710,3692,0,0,0,0,0,0,0,0
2361,2012,Yucat n,M s de 10 s.m.,534238,305874,0,0,0,0,0,0,0,0
2362,2012,Yucat n,M s de 2 hasta 3 s.m.,344785,7544,0,0,0,0,0,0,0,0
2363,2012,Yucat n,M s de 3 hasta 5 s.m.,626217,308653,0,0,0,0,0,0,0,0
2364,2012,Yucat n,M s de 5 hasta 10 s.m.,95981,24194,0,0,0,0,0,0,0,0
2365,2012,Yucat n,No especificado,22109,6763,0,0,0,0,0,0,0,0
2366,2012,Yucat n,No recibe ingresos,146953,9549,0,0,0,0,0,0,0,0
2367,2012,Zacatecas,1 salario m¡nimo,35170,3183,0,0,0,0,0,0,0,0
2368,2012,Zacatecas,Menos de 1 s.m.,609443,68994,0,0,0,0,0,0,0,0
2369,2012,Zacatecas,M s de 1 hasta 2 s.m.,5631,343,0,0,0,0,0,0,0,0
2370,2012,Zacatecas,M s de 10 s.m.,394117,231478,0,0,0,0,0,0,0,0
2371,2012,Zacatecas,M s de 2 hasta 3 s.m.,164933,3305,0,0,0,0,0,0,0,0
2372,2012,Zacatecas,M s de 3 hasta 5 s.m.,241913,84712,0,0,0,0,0,0,0,0
2373,2012,Zacatecas,M s de 5 hasta 10 s.m.,48454,11645,0,0,0,0,0,0,0,0
2374,2012,Zacatecas,No especificado,12397,3868,0,0,0,0,0,0,0,0
2375,2012,Zacatecas,No recibe ingresos,36641,2560,0,0,0,0,0,0,0,0
2376,2013,Aguascalientes,1 salario m¡nimo,7559,595,0,0,0,0,0,0,0,0
2377,2013,Aguascalientes,Menos de 1 s.m.,115217,8434,0,0,0,0,0,0,0,0
2378,2013,Aguascalientes,M s de 1 hasta 2 s.m.,6675,626,0,0,0,0,0,0,0,0
2379,2013,Aguascalientes,M s de 10 s.m.,326772,168074,0,0,0,0,0,0,0,0
2380,2013,Aguascalientes,M s de 2 hasta 3 s.m.,132241,6978,0,0,0,0,0,0,0,0
2381,2013,Aguascalientes,M s de 3 hasta 5 s.m.,436054,138096,0,0,0,0,0,0,0,0
2382,2013,Aguascalientes,M s de 5 hasta 10 s.m.,63517,12195,0,0,0,0,0,0,0,0
2383,2013,Aguascalientes,No especificado,14373,4293,0,0,0,0,0,0,0,0
2384,2013,Aguascalientes,No recibe ingresos,76777,4966,0,0,0,0,0,0,0,0
2385,2013,Baja California,1 salario m¡nimo,12006,3006,0,0,0,0,0,0,0,0
2386,2013,Baja California,Menos de 1 s.m.,294922,70980,0,0,0,0,0,0,0,0
2387,2013,Baja California,M s de 1 hasta 2 s.m.,47508,13577,0,0,0,0,0,0,0,0
2388,2013,Baja California,M s de 10 s.m.,1052166,499302,0,0,0,0,0,0,0,0
2389,2013,Baja California,M s de 2 hasta 3 s.m.,363387,9168,0,0,0,0,0,0,0,0
2390,2013,Baja California,M s de 3 hasta 5 s.m.,1230058,528404,0,0,0,0,0,0,0,0
2391,2013,Baja California,M s de 5 hasta 10 s.m.,138569,36408,0,0,0,0,0,0,0,0
2392,2013,Baja California,No especificado,56542,20132,0,0,0,0,0,0,0,0
2393,2013,Baja California,No recibe ingresos,196375,25315,0,0,0,0,0,0,0,0
2394,2013,Baja California Sur,1 salario m¡nimo,20209,3821,0,0,0,0,0,0,0,0
2395,2013,Baja California Sur,Menos de 1 s.m.,114437,17205,0,0,0,0,0,0,0,0
2396,2013,Baja California Sur,M s de 1 hasta 2 s.m.,14986,3691,0,0,0,0,0,0,0,0
2397,2013,Baja California Sur,M s de 10 s.m.,211061,113880,0,0,0,0,0,0,0,0
2398,2013,Baja California Sur,M s de 2 hasta 3 s.m.,111917,5523,0,0,0,0,0,0,0,0
2399,2013,Baja California Sur,M s de 3 hasta 5 s.m.,95547,37287,0,0,0,0,0,0,0,0
2400,2013,Baja California Sur,M s de 5 hasta 10 s.m.,33422,7867,0,0,0,0,0,0,0,0
2401,2013,Baja California Sur,No especificado,11112,3990,0,0,0,0,0,0,0,0
2402,2013,Baja California Sur,No recibe ingresos,39499,3884,0,0,0,0,0,0,0,0
2403,2013,Campeche,1 salario m¡nimo,30683,6126,0,0,0,0,0,0,0,0
2404,2013,Campeche,Menos de 1 s.m.,280001,11354,0,0,0,0,0,0,0,0
2405,2013,Campeche,M s de 1 hasta 2 s.m.,7044,1074,0,0,0,0,0,0,0,0
2406,2013,Campeche,M s de 10 s.m.,231529,136206,0,0,0,0,0,0,0,0
2407,2013,Campeche,M s de 2 hasta 3 s.m.,169178,9489,0,0,0,0,0,0,0,0
2408,2013,Campeche,M s de 3 hasta 5 s.m.,150494,74623,0,0,0,0,0,0,0,0
2409,2013,Campeche,M s de 5 hasta 10 s.m.,23889,4451,0,0,0,0,0,0,0,0
2410,2013,Campeche,No especificado,10177,2632,0,0,0,0,0,0,0,0
2411,2013,Campeche,No recibe ingresos,62734,2888,0,0,0,0,0,0,0,0
2412,2013,Chiapas,1 salario m¡nimo,9585,2841,0,0,0,0,0,0,0,0
2413,2013,Chiapas,Menos de 1 s.m.,2989911,151954,0,0,0,0,0,0,0,0
2414,2013,Chiapas,M s de 1 hasta 2 s.m.,20215,3018,0,0,0,0,0,0,0,0
2415,2013,Chiapas,M s de 10 s.m.,1094547,693628,0,0,0,0,0,0,0,0
2416,2013,Chiapas,M s de 2 hasta 3 s.m.,484619,11050,0,0,0,0,0,0,0,0
2417,2013,Chiapas,M s de 3 hasta 5 s.m.,582965,268236,0,0,0,0,0,0,0,0
2418,2013,Chiapas,M s de 5 hasta 10 s.m.,128796,24424,0,0,0,0,0,0,0,0
2419,2013,Chiapas,No especificado,22239,4478,0,0,0,0,0,0,0,0
2420,2013,Chiapas,No recibe ingresos,232134,3866,0,0,0,0,0,0,0,0
2421,2013,Chihuahua,1 salario m¡nimo,56674,5078,0,0,0,0,0,0,0,0
2422,2013,Chihuahua,Menos de 1 s.m.,527515,27879,0,0,0,0,0,0,0,0
2423,2013,Chihuahua,M s de 1 hasta 2 s.m.,32753,5070,0,0,0,0,0,0,0,0
2424,2013,Chihuahua,M s de 10 s.m.,924064,450871,0,0,0,0,0,0,0,0
2425,2013,Chihuahua,M s de 2 hasta 3 s.m.,378894,10880,0,0,0,0,0,0,0,0
2426,2013,Chihuahua,M s de 3 hasta 5 s.m.,1478213,600985,0,0,0,0,0,0,0,0
2427,2013,Chihuahua,M s de 5 hasta 10 s.m.,133681,30352,0,0,0,0,0,0,0,0
2428,2013,Chihuahua,No especificado,52635,19344,0,0,0,0,0,0,0,0
2429,2013,Chihuahua,No recibe ingresos,159941,18562,0,0,0,0,0,0,0,0
2430,2013,Ciudad de Mxico,1 salario m¡nimo,4180,853,0,0,0,0,0,0,0,0
2431,2013,Ciudad de Mxico,Menos de 1 s.m.,49668,11058,0,0,0,0,0,0,0,0
2432,2013,Ciudad de Mxico,M s de 1 hasta 2 s.m.,38554,13996,0,0,0,0,0,0,0,0
2433,2013,Ciudad de Mxico,M s de 10 s.m.,3033968,1530114,0,0,0,0,0,0,0,0
2434,2013,Ciudad de Mxico,M s de 2 hasta 3 s.m.,792929,49723,0,0,0,0,0,0,0,0
2435,2013,Ciudad de Mxico,M s de 3 hasta 5 s.m.,1958645,743430,0,0,0,0,0,0,0,0
2436,2013,Ciudad de Mxico,M s de 5 hasta 10 s.m.,447119,134025,0,0,0,0,0,0,0,0
2437,2013,Ciudad de Mxico,No especificado,385221,142390,0,0,0,0,0,0,0,0
2438,2013,Ciudad de Mxico,No recibe ingresos,914579,93076,0,0,0,0,0,0,0,0
2439,2013,Coahuila,1 salario m¡nimo,58891,4372,0,0,0,0,0,0,0,0
2440,2013,Coahuila,Menos de 1 s.m.,222364,13297,0,0,0,0,0,0,0,0
2441,2013,Coahuila,M s de 1 hasta 2 s.m.,23930,4217,0,0,0,0,0,0,0,0
2442,2013,Coahuila,M s de 10 s.m.,802323,442867,0,0,0,0,0,0,0,0
2443,2013,Coahuila,M s de 2 hasta 3 s.m.,387694,13066,0,0,0,0,0,0,0,0
2444,2013,Coahuila,M s de 3 hasta 5 s.m.,1245862,362288,0,0,0,0,0,0,0,0
2445,2013,Coahuila,M s de 5 hasta 10 s.m.,146910,37785,0,0,0,0,0,0,0,0
2446,2013,Coahuila,No especificado,39456,9477,0,0,0,0,0,0,0,0
2447,2013,Coahuila,No recibe ingresos,170787,14884,0,0,0,0,0,0,0,0
2448,2013,Colima,1 salario m¡nimo,10695,1086,0,0,0,0,0,0,0,0
2449,2013,Colima,Menos de 1 s.m.,144018,20880,0,0,0,0,0,0,0,0
2450,2013,Colima,M s de 1 hasta 2 s.m.,7136,1446,0,0,0,0,0,0,0,0
2451,2013,Colima,M s de 10 s.m.,215008,128785,0,0,0,0,0,0,0,0
2452,2013,Colima,M s de 2 hasta 3 s.m.,108153,4658,0,0,0,0,0,0,0,0
2453,2013,Colima,M s de 3 hasta 5 s.m.,117673,47973,0,0,0,0,0,0,0,0
2454,2013,Colima,M s de 5 hasta 10 s.m.,39081,10555,0,0,0,0,0,0,0,0
2455,2013,Colima,No especificado,10501,2841,0,0,0,0,0,0,0,0
2456,2013,Colima,No recibe ingresos,84162,14585,0,0,0,0,0,0,0,0
2457,2013,Durango,1 salario m¡nimo,50310,3536,0,0,0,0,0,0,0,0
2458,2013,Durango,Menos de 1 s.m.,410458,15782,0,0,0,0,0,0,0,0
2459,2013,Durango,M s de 1 hasta 2 s.m.,6385,1954,0,0,0,0,0,0,0,0
2460,2013,Durango,M s de 10 s.m.,471986,286547,0,0,0,0,0,0,0,0
2461,2013,Durango,M s de 2 hasta 3 s.m.,199221,6009,0,0,0,0,0,0,0,0
2462,2013,Durango,M s de 3 hasta 5 s.m.,477339,137227,0,0,0,0,0,0,0,0
2463,2013,Durango,M s de 5 hasta 10 s.m.,61307,14539,0,0,0,0,0,0,0,0
2464,2013,Durango,No especificado,12130,6270,0,0,0,0,0,0,0,0
2465,2013,Durango,No recibe ingresos,108820,4912,0,0,0,0,0,0,0,0
2466,2013,Estado de Mxico,1 salario m¡nimo,24433,24433,0,0,0,0,0,0,0,0
2467,2013,Estado de Mxico,Menos de 1 s.m.,1294139,138760,0,0,0,0,0,0,0,0
2468,2013,Estado de Mxico,M s de 1 hasta 2 s.m.,54880,5749,0,0,0,0,0,0,0,0
2469,2013,Estado de Mxico,M s de 10 s.m.,5282303,2723796,0,0,0,0,0,0,0,0
2470,2013,Estado de Mxico,M s de 2 hasta 3 s.m.,2246526,51989,0,0,0,0,0,0,0,0
2471,2013,Estado de Mxico,M s de 3 hasta 5 s.m.,4882982,1527803,0,0,0,0,0,0,0,0
2472,2013,Estado de Mxico,M s de 5 hasta 10 s.m.,605457,173234,0,0,0,0,0,0,0,0
2473,2013,Estado de Mxico,No especificado,286137,58499,0,0,0,0,0,0,0,0
2474,2013,Estado de Mxico,No recibe ingresos,1579533,86823,0,0,0,0,0,0,0,0
2475,2013,Guanajuato,1 salario m¡nimo,24798,105,0,0,0,0,0,0,0,0
2476,2013,Guanajuato,Menos de 1 s.m.,1046785,127804,0,0,0,0,0,0,0,0
2477,2013,Guanajuato,M s de 1 hasta 2 s.m.,31666,9749,0,0,0,0,0,0,0,0
2478,2013,Guanajuato,M s de 10 s.m.,1707969,984826,0,0,0,0,0,0,0,0
2479,2013,Guanajuato,M s de 2 hasta 3 s.m.,711833,21365,0,0,0,0,0,0,0,0
2480,2013,Guanajuato,M s de 3 hasta 5 s.m.,2177530,776472,0,0,0,0,0,0,0,0
2481,2013,Guanajuato,M s de 5 hasta 10 s.m.,302587,66620,0,0,0,0,0,0,0,0
2482,2013,Guanajuato,No especificado,45232,13332,0,0,0,0,0,0,0,0
2483,2013,Guanajuato,No recibe ingresos,231207,13724,0,0,0,0,0,0,0,0
2484,2013,Guerrero,1 salario m¡nimo,10307,1848,0,0,0,0,0,0,0,0
2485,2013,Guerrero,Menos de 1 s.m.,1685550,259696,0,0,0,0,0,0,0,0
2486,2013,Guerrero,M s de 1 hasta 2 s.m.,20971,3135,0,0,0,0,0,0,0,0
2487,2013,Guerrero,M s de 10 s.m.,822885,536429,0,0,0,0,0,0,0,0
2488,2013,Guerrero,M s de 2 hasta 3 s.m.,344302,5488,0,0,0,0,0,0,0,0
2489,2013,Guerrero,M s de 3 hasta 5 s.m.,439884,256911,0,0,0,0,0,0,0,0
2490,2013,Guerrero,M s de 5 hasta 10 s.m.,87108,17367,0,0,0,0,0,0,0,0
2491,2013,Guerrero,No especificado,13250,3724,0,0,0,0,0,0,0,0
2492,2013,Guerrero,No recibe ingresos,204001,4445,0,0,0,0,0,0,0,0
2493,2013,Hidalgo,1 salario m¡nimo,16655,985,0,0,0,0,0,0,0,0
2494,2013,Hidalgo,Menos de 1 s.m.,973203,124739,0,0,0,0,0,0,0,0
2495,2013,Hidalgo,M s de 1 hasta 2 s.m.,21937,7321,0,0,0,0,0,0,0,0
2496,2013,Hidalgo,M s de 10 s.m.,753451,400866,0,0,0,0,0,0,0,0
2497,2013,Hidalgo,M s de 2 hasta 3 s.m.,371454,10749,0,0,0,0,0,0,0,0
2498,2013,Hidalgo,M s de 3 hasta 5 s.m.,615730,244460,0,0,0,0,0,0,0,0
2499,2013,Hidalgo,M s de 5 hasta 10 s.m.,90251,15935,0,0,0,0,0,0,0,0
2500,2013,Hidalgo,No especificado,17872,8324,0,0,0,0,0,0,0,0
2501,2013,Hidalgo,No recibe ingresos,156567,4456,0,0,0,0,0,0,0,0
2502,2013,Jalisco,1 salario m¡nimo,13033,128,0,0,0,0,0,0,0,0
2503,2013,Jalisco,Menos de 1 s.m.,1250991,128191,0,0,0,0,0,0,0,0
2504,2013,Jalisco,M s de 1 hasta 2 s.m.,47175,11969,0,0,0,0,0,0,0,0
2505,2013,Jalisco,M s de 10 s.m.,2545296,1384807,0,0,0,0,0,0,0,0
2506,2013,Jalisco,M s de 2 hasta 3 s.m.,926983,30888,0,0,0,0,0,0,0,0
2507,2013,Jalisco,M s de 3 hasta 5 s.m.,2427290,893487,0,0,0,0,0,0,0,0
2508,2013,Jalisco,M s de 5 hasta 10 s.m.,368783,89215,0,0,0,0,0,0,0,0
2509,2013,Jalisco,No especificado,120174,51116,0,0,0,0,0,0,0,0
2510,2013,Jalisco,No recibe ingresos,404805,49845,0,0,0,0,0,0,0,0
2511,2013,Michoac n,1 salario m¡nimo,10518,10518,0,0,0,0,0,0,0,0
2512,2013,Michoac n,Menos de 1 s.m.,1659624,172789,0,0,0,0,0,0,0,0
2513,2013,Michoac n,M s de 1 hasta 2 s.m.,23260,853,0,0,0,0,0,0,0,0
2514,2013,Michoac n,M s de 10 s.m.,1294830,775583,0,0,0,0,0,0,0,0
2515,2013,Michoac n,M s de 2 hasta 3 s.m.,513615,8114,0,0,0,0,0,0,0,0
2516,2013,Michoac n,M s de 3 hasta 5 s.m.,977464,375353,0,0,0,0,0,0,0,0
2517,2013,Michoac n,M s de 5 hasta 10 s.m.,194891,52971,0,0,0,0,0,0,0,0
2518,2013,Michoac n,No especificado,32204,13065,0,0,0,0,0,0,0,0
2519,2013,Michoac n,No recibe ingresos,215225,6982,0,0,0,0,0,0,0,0
2520,2013,Morelos,1 salario m¡nimo,6611,140,0,0,0,0,0,0,0,0
2521,2013,Morelos,Menos de 1 s.m.,331318,24780,0,0,0,0,0,0,0,0
2522,2013,Morelos,M s de 1 hasta 2 s.m.,10736,1566,0,0,0,0,0,0,0,0
2523,2013,Morelos,M s de 10 s.m.,598385,345433,0,0,0,0,0,0,0,0
2524,2013,Morelos,M s de 2 hasta 3 s.m.,273707,4390,0,0,0,0,0,0,0,0
2525,2013,Morelos,M s de 3 hasta 5 s.m.,378293,146508,0,0,0,0,0,0,0,0
2526,2013,Morelos,M s de 5 hasta 10 s.m.,54905,12241,0,0,0,0,0,0,0,0
2527,2013,Morelos,No especificado,13501,5586,0,0,0,0,0,0,0,0
2528,2013,Morelos,No recibe ingresos,139867,8851,0,0,0,0,0,0,0,0
2529,2013,Nacional,1 salario m¡nimo,984052,107243,0,0,0,0,0,0,0,0
2530,2013,Nacional,Menos de 1 s.m.,26662103,2957655,0,0,0,0,0,0,0,0
2531,2013,Nacional,M s de 1 hasta 2 s.m.,746806,152134,0,0,0,0,0,0,0,0
2532,2013,Nacional,M s de 10 s.m.,33854861,18745540,0,0,0,0,0,0,0,0
2533,2013,Nacional,M s de 2 hasta 3 s.m.,14399883,462850,0,0,0,0,0,0,0,0
2534,2013,Nacional,M s de 3 hasta 5 s.m.,30843248,11388396,0,0,0,0,0,0,0,0
2535,2013,Nacional,M s de 5 hasta 10 s.m.,4746592,1182758,0,0,0,0,0,0,0,0
2536,2013,Nacional,No especificado,1667175,547635,0,0,0,0,0,0,0,0
2537,2013,Nacional,No recibe ingresos,8027133,599799,0,0,0,0,0,0,0,0
2538,2013,Nayarit,1 salario m¡nimo,2283,209,0,0,0,0,0,0,0,0
2539,2013,Nayarit,Menos de 1 s.m.,388341,26456,0,0,0,0,0,0,0,0
2540,2013,Nayarit,M s de 1 hasta 2 s.m.,10299,1384,0,0,0,0,0,0,0,0
2541,2013,Nayarit,M s de 10 s.m.,384384,249341,0,0,0,0,0,0,0,0
2542,2013,Nayarit,M s de 2 hasta 3 s.m.,127550,3693,0,0,0,0,0,0,0,0
2543,2013,Nayarit,M s de 3 hasta 5 s.m.,147361,61000,0,0,0,0,0,0,0,0
2544,2013,Nayarit,M s de 5 hasta 10 s.m.,43752,10452,0,0,0,0,0,0,0,0
2545,2013,Nayarit,No especificado,14264,5857,0,0,0,0,0,0,0,0
2546,2013,Nayarit,No recibe ingresos,63002,3848,0,0,0,0,0,0,0,0
2547,2013,Nuevo Le¢n,1 salario m¡nimo,8721,956,0,0,0,0,0,0,0,0
2548,2013,Nuevo Le¢n,Menos de 1 s.m.,175720,12568,0,0,0,0,0,0,0,0
2549,2013,Nuevo Le¢n,M s de 1 hasta 2 s.m.,41373,8131,0,0,0,0,0,0,0,0
2550,2013,Nuevo Le¢n,M s de 10 s.m.,1378154,692666,0,0,0,0,0,0,0,0
2551,2013,Nuevo Le¢n,M s de 2 hasta 3 s.m.,724290,42866,0,0,0,0,0,0,0,0
2552,2013,Nuevo Le¢n,M s de 3 hasta 5 s.m.,1996029,538781,0,0,0,0,0,0,0,0
2553,2013,Nuevo Le¢n,M s de 5 hasta 10 s.m.,288899,74404,0,0,0,0,0,0,0,0
2554,2013,Nuevo Le¢n,No especificado,94740,30072,0,0,0,0,0,0,0,0
2555,2013,Nuevo Le¢n,No recibe ingresos,483112,45254,0,0,0,0,0,0,0,0
2556,2013,Oaxaca,1 salario m¡nimo,8457,8457,0,0,0,0,0,0,0,0
2557,2013,Oaxaca,Menos de 1 s.m.,2016943,327252,0,0,0,0,0,0,0,0
2558,2013,Oaxaca,M s de 1 hasta 2 s.m.,8862,1145,0,0,0,0,0,0,0,0
2559,2013,Oaxaca,M s de 10 s.m.,892150,608739,0,0,0,0,0,0,0,0
2560,2013,Oaxaca,M s de 2 hasta 3 s.m.,416152,7942,0,0,0,0,0,0,0,0
2561,2013,Oaxaca,M s de 3 hasta 5 s.m.,769029,454594,0,0,0,0,0,0,0,0
2562,2013,Oaxaca,M s de 5 hasta 10 s.m.,81017,14609,0,0,0,0,0,0,0,0
2563,2013,Oaxaca,No especificado,18642,6873,0,0,0,0,0,0,0,0
2564,2013,Oaxaca,No recibe ingresos,217964,8176,0,0,0,0,0,0,0,0
2565,2013,Puebla,1 salario m¡nimo,18740,1006,0,0,0,0,0,0,0,0
2566,2013,Puebla,Menos de 1 s.m.,2639295,521843,0,0,0,0,0,0,0,0
2567,2013,Puebla,M s de 1 hasta 2 s.m.,26045,5671,0,0,0,0,0,0,0,0
2568,2013,Puebla,M s de 10 s.m.,1712346,991213,0,0,0,0,0,0,0,0
2569,2013,Puebla,M s de 2 hasta 3 s.m.,627405,18848,0,0,0,0,0,0,0,0
2570,2013,Puebla,M s de 3 hasta 5 s.m.,1456904,588007,0,0,0,0,0,0,0,0
2571,2013,Puebla,M s de 5 hasta 10 s.m.,218259,51110,0,0,0,0,0,0,0,0
2572,2013,Puebla,No especificado,63555,17503,0,0,0,0,0,0,0,0
2573,2013,Puebla,No recibe ingresos,323675,27865,0,0,0,0,0,0,0,0
2574,2013,Queretaro,1 salario m¡nimo,4216,97,0,0,0,0,0,0,0,0
2575,2013,Queretaro,Menos de 1 s.m.,213535,24275,0,0,0,0,0,0,0,0
2576,2013,Queretaro,M s de 1 hasta 2 s.m.,14327,3351,0,0,0,0,0,0,0,0
2577,2013,Queretaro,M s de 10 s.m.,417322,226985,0,0,0,0,0,0,0,0
2578,2013,Queretaro,M s de 2 hasta 3 s.m.,283814,8964,0,0,0,0,0,0,0,0
2579,2013,Queretaro,M s de 3 hasta 5 s.m.,628258,206015,0,0,0,0,0,0,0,0
2580,2013,Queretaro,M s de 5 hasta 10 s.m.,92361,22672,0,0,0,0,0,0,0,0
2581,2013,Queretaro,No especificado,27640,7837,0,0,0,0,0,0,0,0
2582,2013,Queretaro,No recibe ingresos,126982,14633,0,0,0,0,0,0,0,0
2583,2013,Quintana Roo,1 salario m¡nimo,3652,3652,0,0,0,0,0,0,0,0
