,year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state,total_man_by_state,total_woman_by_state,total_people_by_state_and_age_range,total_man_by_state_and_age_range,total_woman_by_state_and_age_range,rate_level
3606,2017,Chiapas,M s de 5 hasta 10 s.m.,139467,25631,0,0,0,0,0,0,0,0
3607,2017,Chiapas,No especificado,22539,10433,0,0,0,0,0,0,0,0
3608,2017,Chiapas,No recibe ingresos,247776,8253,0,0,0,0,0,0,0,0
3609,2017,Chihuahua,1 salario m¡nimo,53270,2244,0,0,0,0,0,0,0,0
3610,2017,Chihuahua,Menos de 1 s.m.,566683,61341,0,0,0,0,0,0,0,0
3611,2017,Chihuahua,M s de 1 hasta 2 s.m.,41311,10395,0,0,0,0,0,0,0,0
3612,2017,Chihuahua,M s de 10 s.m.,862181,439389,0,0,0,0,0,0,0,0
3613,2017,Chihuahua,M s de 2 hasta 3 s.m.,463731,21644,0,0,0,0,0,0,0,0
3614,2017,Chihuahua,M s de 3 hasta 5 s.m.,1967371,843337,0,0,0,0,0,0,0,0
3615,2017,Chihuahua,M s de 5 hasta 10 s.m.,186500,50944,0,0,0,0,0,0,0,0
3616,2017,Chihuahua,No especificado,38966,12774,0,0,0,0,0,0,0,0
3617,2017,Chihuahua,No recibe ingresos,188010,16982,0,0,0,0,0,0,0,0
3618,2017,Ciudad de Mxico,1 salario m¡nimo,3421,1780,0,0,0,0,0,0,0,0
3619,2017,Ciudad de Mxico,Menos de 1 s.m.,88769,10752,0,0,0,0,0,0,0,0
3620,2017,Ciudad de Mxico,M s de 1 hasta 2 s.m.,43120,7001,0,0,0,0,0,0,0,0
3621,2017,Ciudad de Mxico,M s de 10 s.m.,2727182,1425305,0,0,0,0,0,0,0,0
3622,2017,Ciudad de Mxico,M s de 2 hasta 3 s.m.,1045635,104213,0,0,0,0,0,0,0,0
3623,2017,Ciudad de Mxico,M s de 3 hasta 5 s.m.,1853552,702642,0,0,0,0,0,0,0,0
3624,2017,Ciudad de Mxico,M s de 5 hasta 10 s.m.,479254,159415,0,0,0,0,0,0,0,0
3625,2017,Ciudad de Mxico,No especificado,345329,120173,0,0,0,0,0,0,0,0
3626,2017,Ciudad de Mxico,No recibe ingresos,994005,122265,0,0,0,0,0,0,0,0
3627,2017,Coahuila,1 salario m¡nimo,45448,1998,0,0,0,0,0,0,0,0
3628,2017,Coahuila,Menos de 1 s.m.,218824,17099,0,0,0,0,0,0,0,0
3629,2017,Coahuila,M s de 1 hasta 2 s.m.,18693,3045,0,0,0,0,0,0,0,0
3630,2017,Coahuila,M s de 10 s.m.,721123,386599,0,0,0,0,0,0,0,0
3631,2017,Coahuila,M s de 2 hasta 3 s.m.,468153,24056,0,0,0,0,0,0,0,0
3632,2017,Coahuila,M s de 3 hasta 5 s.m.,1555829,476663,0,0,0,0,0,0,0,0
3633,2017,Coahuila,M s de 5 hasta 10 s.m.,135934,27682,0,0,0,0,0,0,0,0
3634,2017,Coahuila,No especificado,35355,12601,0,0,0,0,0,0,0,0
3635,2017,Coahuila,No recibe ingresos,218141,15811,0,0,0,0,0,0,0,0
3636,2017,Colima,1 salario m¡nimo,10164,623,0,0,0,0,0,0,0,0
3637,2017,Colima,Menos de 1 s.m.,171528,31331,0,0,0,0,0,0,0,0
3638,2017,Colima,M s de 1 hasta 2 s.m.,9281,971,0,0,0,0,0,0,0,0
3639,2017,Colima,M s de 10 s.m.,204330,124384,0,0,0,0,0,0,0,0
3640,2017,Colima,M s de 2 hasta 3 s.m.,112089,4508,0,0,0,0,0,0,0,0
3641,2017,Colima,M s de 3 hasta 5 s.m.,125167,55261,0,0,0,0,0,0,0,0
3642,2017,Colima,M s de 5 hasta 10 s.m.,41446,10699,0,0,0,0,0,0,0,0
3643,2017,Colima,No especificado,11266,4954,0,0,0,0,0,0,0,0
3644,2017,Colima,No recibe ingresos,103534,15257,0,0,0,0,0,0,0,0
3645,2017,Durango,1 salario m¡nimo,53080,3409,0,0,0,0,0,0,0,0
3646,2017,Durango,Menos de 1 s.m.,403109,27684,0,0,0,0,0,0,0,0
3647,2017,Durango,M s de 1 hasta 2 s.m.,9887,2063,0,0,0,0,0,0,0,0
3648,2017,Durango,M s de 10 s.m.,480791,291504,0,0,0,0,0,0,0,0
3649,2017,Durango,M s de 2 hasta 3 s.m.,289555,8776,0,0,0,0,0,0,0,0
3650,2017,Durango,M s de 3 hasta 5 s.m.,482759,165682,0,0,0,0,0,0,0,0
3651,2017,Durango,M s de 5 hasta 10 s.m.,66623,18904,0,0,0,0,0,0,0,0
3652,2017,Durango,No especificado,16057,5689,0,0,0,0,0,0,0,0
3653,2017,Durango,No recibe ingresos,113217,6727,0,0,0,0,0,0,0,0
3654,2017,Estado de Mxico,1 salario m¡nimo,49848,905,0,0,0,0,0,0,0,0
3655,2017,Estado de Mxico,Menos de 1 s.m.,1241560,128918,0,0,0,0,0,0,0,0
3656,2017,Estado de Mxico,M s de 1 hasta 2 s.m.,104015,28451,0,0,0,0,0,0,0,0
3657,2017,Estado de Mxico,M s de 10 s.m.,5248596,2644119,0,0,0,0,0,0,0,0
3658,2017,Estado de Mxico,M s de 2 hasta 3 s.m.,2381372,61674,0,0,0,0,0,0,0,0
3659,2017,Estado de Mxico,M s de 3 hasta 5 s.m.,5240462,1720804,0,0,0,0,0,0,0,0
3660,2017,Estado de Mxico,M s de 5 hasta 10 s.m.,921703,253938,0,0,0,0,0,0,0,0
3661,2017,Estado de Mxico,No especificado,315434,88708,0,0,0,0,0,0,0,0
3662,2017,Estado de Mxico,No recibe ingresos,1888919,169995,0,0,0,0,0,0,0,0
3663,2017,Guanajuato,1 salario m¡nimo,34865,5676,0,0,0,0,0,0,0,0
3664,2017,Guanajuato,Menos de 1 s.m.,994569,164399,0,0,0,0,0,0,0,0
3665,2017,Guanajuato,M s de 1 hasta 2 s.m.,33668,6725,0,0,0,0,0,0,0,0
3666,2017,Guanajuato,M s de 10 s.m.,1492825,833000,0,0,0,0,0,0,0,0
3667,2017,Guanajuato,M s de 2 hasta 3 s.m.,958045,29409,0,0,0,0,0,0,0,0
3668,2017,Guanajuato,M s de 3 hasta 5 s.m.,2414150,820355,0,0,0,0,0,0,0,0
3669,2017,Guanajuato,M s de 5 hasta 10 s.m.,364595,92245,0,0,0,0,0,0,0,0
3670,2017,Guanajuato,No especificado,33118,13479,0,0,0,0,0,0,0,0
3671,2017,Guanajuato,No recibe ingresos,319174,22849,0,0,0,0,0,0,0,0
3672,2017,Guerrero,1 salario m¡nimo,29765,1555,0,0,0,0,0,0,0,0
3673,2017,Guerrero,Menos de 1 s.m.,1807534,305633,0,0,0,0,0,0,0,0
3674,2017,Guerrero,M s de 1 hasta 2 s.m.,22105,2041,0,0,0,0,0,0,0,0
3675,2017,Guerrero,M s de 10 s.m.,781984,514453,0,0,0,0,0,0,0,0
3676,2017,Guerrero,M s de 2 hasta 3 s.m.,354293,7062,0,0,0,0,0,0,0,0
3677,2017,Guerrero,M s de 3 hasta 5 s.m.,529078,258758,0,0,0,0,0,0,0,0
3678,2017,Guerrero,M s de 5 hasta 10 s.m.,75682,13465,0,0,0,0,0,0,0,0
3679,2017,Guerrero,No especificado,17583,5478,0,0,0,0,0,0,0,0
3680,2017,Guerrero,No recibe ingresos,196545,4664,0,0,0,0,0,0,0,0
3681,2017,Hidalgo,1 salario m¡nimo,16910,16910,0,0,0,0,0,0,0,0
3682,2017,Hidalgo,Menos de 1 s.m.,924165,135824,0,0,0,0,0,0,0,0
3683,2017,Hidalgo,M s de 1 hasta 2 s.m.,15231,4185,0,0,0,0,0,0,0,0
3684,2017,Hidalgo,M s de 10 s.m.,722384,411671,0,0,0,0,0,0,0,0
3685,2017,Hidalgo,M s de 2 hasta 3 s.m.,470000,10497,0,0,0,0,0,0,0,0
3686,2017,Hidalgo,M s de 3 hasta 5 s.m.,767257,311836,0,0,0,0,0,0,0,0
3687,2017,Hidalgo,M s de 5 hasta 10 s.m.,113220,20233,0,0,0,0,0,0,0,0
3688,2017,Hidalgo,No especificado,16890,8446,0,0,0,0,0,0,0,0
3689,2017,Hidalgo,No recibe ingresos,148848,5570,0,0,0,0,0,0,0,0
3690,2017,Jalisco,1 salario m¡nimo,12726,377,0,0,0,0,0,0,0,0
3691,2017,Jalisco,Menos de 1 s.m.,1329852,163391,0,0,0,0,0,0,0,0
3692,2017,Jalisco,M s de 1 hasta 2 s.m.,32384,8820,0,0,0,0,0,0,0,0
3693,2017,Jalisco,M s de 10 s.m.,2427120,1385862,0,0,0,0,0,0,0,0
3694,2017,Jalisco,M s de 2 hasta 3 s.m.,1169041,41224,0,0,0,0,0,0,0,0
3695,2017,Jalisco,M s de 3 hasta 5 s.m.,2694853,942575,0,0,0,0,0,0,0,0
3696,2017,Jalisco,M s de 5 hasta 10 s.m.,524181,149208,0,0,0,0,0,0,0,0
3697,2017,Jalisco,No especificado,105007,36617,0,0,0,0,0,0,0,0
3698,2017,Jalisco,No recibe ingresos,528852,59421,0,0,0,0,0,0,0,0
3699,2017,Michoac n,1 salario m¡nimo,3021,3021,0,0,0,0,0,0,0,0
3700,2017,Michoac n,Menos de 1 s.m.,1967706,195048,0,0,0,0,0,0,0,0
3701,2017,Michoac n,M s de 1 hasta 2 s.m.,15979,2312,0,0,0,0,0,0,0,0
3702,2017,Michoac n,M s de 10 s.m.,1288800,791676,0,0,0,0,0,0,0,0
3703,2017,Michoac n,M s de 2 hasta 3 s.m.,614523,10529,0,0,0,0,0,0,0,0
3704,2017,Michoac n,M s de 3 hasta 5 s.m.,839464,312624,0,0,0,0,0,0,0,0
3705,2017,Michoac n,M s de 5 hasta 10 s.m.,227676,52878,0,0,0,0,0,0,0,0
3706,2017,Michoac n,No especificado,34407,14412,0,0,0,0,0,0,0,0
3707,2017,Michoac n,No recibe ingresos,196868,9969,0,0,0,0,0,0,0,0
3708,2017,Morelos,1 salario m¡nimo,1525,513,0,0,0,0,0,0,0,0
3709,2017,Morelos,Menos de 1 s.m.,363978,24866,0,0,0,0,0,0,0,0
3710,2017,Morelos,M s de 1 hasta 2 s.m.,9997,2729,0,0,0,0,0,0,0,0
3711,2017,Morelos,M s de 10 s.m.,578892,329922,0,0,0,0,0,0,0,0
3712,2017,Morelos,M s de 2 hasta 3 s.m.,298785,4668,0,0,0,0,0,0,0,0
3713,2017,Morelos,M s de 3 hasta 5 s.m.,384347,140386,0,0,0,0,0,0,0,0
3714,2017,Morelos,M s de 5 hasta 10 s.m.,77326,15649,0,0,0,0,0,0,0,0
3715,2017,Morelos,No especificado,28334,9601,0,0,0,0,0,0,0,0
3716,2017,Morelos,No recibe ingresos,156644,8516,0,0,0,0,0,0,0,0
3717,2017,Nacional,1 salario m¡nimo,805719,66094,0,0,0,0,0,0,0,0
3718,2017,Nacional,Menos de 1 s.m.,27245074,3039797,0,0,0,0,0,0,0,0
3719,2017,Nacional,M s de 1 hasta 2 s.m.,825086,149110,0,0,0,0,0,0,0,0
3720,2017,Nacional,M s de 10 s.m.,32780799,18265464,0,0,0,0,0,0,0,0
3721,2017,Nacional,M s de 2 hasta 3 s.m.,17112136,593701,0,0,0,0,0,0,0,0
3722,2017,Nacional,M s de 3 hasta 5 s.m.,34765352,13017293,0,0,0,0,0,0,0,0
3723,2017,Nacional,M s de 5 hasta 10 s.m.,5862654,1513875,0,0,0,0,0,0,0,0
3724,2017,Nacional,No especificado,1606170,555287,0,0,0,0,0,0,0,0
3725,2017,Nacional,No recibe ingresos,9068954,780375,0,0,0,0,0,0,0,0
3726,2017,Nayarit,1 salario m¡nimo,3374,1105,0,0,0,0,0,0,0,0
3727,2017,Nayarit,Menos de 1 s.m.,458948,37515,0,0,0,0,0,0,0,0
3728,2017,Nayarit,M s de 1 hasta 2 s.m.,8671,1593,0,0,0,0,0,0,0,0
3729,2017,Nayarit,M s de 10 s.m.,397110,250849,0,0,0,0,0,0,0,0
3730,2017,Nayarit,M s de 2 hasta 3 s.m.,175439,5843,0,0,0,0,0,0,0,0
3731,2017,Nayarit,M s de 3 hasta 5 s.m.,179770,82724,0,0,0,0,0,0,0,0
3732,2017,Nayarit,M s de 5 hasta 10 s.m.,60574,14043,0,0,0,0,0,0,0,0
3733,2017,Nayarit,No especificado,14548,6744,0,0,0,0,0,0,0,0
3734,2017,Nayarit,No recibe ingresos,68363,5282,0,0,0,0,0,0,0,0
3735,2017,Nuevo Le¢n,1 salario m¡nimo,11512,1262,0,0,0,0,0,0,0,0
3736,2017,Nuevo Le¢n,Menos de 1 s.m.,153142,12252,0,0,0,0,0,0,0,0
3737,2017,Nuevo Le¢n,M s de 1 hasta 2 s.m.,48702,4127,0,0,0,0,0,0,0,0
3738,2017,Nuevo Le¢n,M s de 10 s.m.,1333691,686171,0,0,0,0,0,0,0,0
3739,2017,Nuevo Le¢n,M s de 2 hasta 3 s.m.,827773,53917,0,0,0,0,0,0,0,0
3740,2017,Nuevo Le¢n,M s de 3 hasta 5 s.m.,2281379,641930,0,0,0,0,0,0,0,0
3741,2017,Nuevo Le¢n,M s de 5 hasta 10 s.m.,384299,114803,0,0,0,0,0,0,0,0
3742,2017,Nuevo Le¢n,No especificado,87648,24157,0,0,0,0,0,0,0,0
3743,2017,Nuevo Le¢n,No recibe ingresos,514330,48638,0,0,0,0,0,0,0,0
3744,2017,Oaxaca,1 salario m¡nimo,15279,71,0,0,0,0,0,0,0,0
3745,2017,Oaxaca,Menos de 1 s.m.,2174343,293329,0,0,0,0,0,0,0,0
3746,2017,Oaxaca,M s de 1 hasta 2 s.m.,10382,3614,0,0,0,0,0,0,0,0
3747,2017,Oaxaca,M s de 10 s.m.,891384,609410,0,0,0,0,0,0,0,0
3748,2017,Oaxaca,M s de 2 hasta 3 s.m.,437669,7260,0,0,0,0,0,0,0,0
3749,2017,Oaxaca,M s de 3 hasta 5 s.m.,878670,556266,0,0,0,0,0,0,0,0
3750,2017,Oaxaca,M s de 5 hasta 10 s.m.,89092,16967,0,0,0,0,0,0,0,0
3751,2017,Oaxaca,No especificado,12144,3244,0,0,0,0,0,0,0,0
3752,2017,Oaxaca,No recibe ingresos,242679,11284,0,0,0,0,0,0,0,0
3753,2017,Puebla,1 salario m¡nimo,13580,386,0,0,0,0,0,0,0,0
3754,2017,Puebla,Menos de 1 s.m.,2506184,529477,0,0,0,0,0,0,0,0
3755,2017,Puebla,M s de 1 hasta 2 s.m.,32356,6454,0,0,0,0,0,0,0,0
3756,2017,Puebla,M s de 10 s.m.,1684460,976398,0,0,0,0,0,0,0,0
3757,2017,Puebla,M s de 2 hasta 3 s.m.,889262,21063,0,0,0,0,0,0,0,0
3758,2017,Puebla,M s de 3 hasta 5 s.m.,1956258,812785,0,0,0,0,0,0,0,0
3759,2017,Puebla,M s de 5 hasta 10 s.m.,252992,65440,0,0,0,0,0,0,0,0
3760,2017,Puebla,No especificado,50077,17501,0,0,0,0,0,0,0,0
3761,2017,Puebla,No recibe ingresos,346468,18899,0,0,0,0,0,0,0,0
3762,2017,Queretaro,1 salario m¡nimo,19913,519,0,0,0,0,0,0,0,0
3763,2017,Queretaro,Menos de 1 s.m.,188280,13659,0,0,0,0,0,0,0,0
3764,2017,Queretaro,M s de 1 hasta 2 s.m.,11638,1369,0,0,0,0,0,0,0,0
3765,2017,Queretaro,M s de 10 s.m.,415267,230799,0,0,0,0,0,0,0,0
3766,2017,Queretaro,M s de 2 hasta 3 s.m.,352534,13108,0,0,0,0,0,0,0,0
3767,2017,Queretaro,M s de 3 hasta 5 s.m.,715950,229039,0,0,0,0,0,0,0,0
3768,2017,Queretaro,M s de 5 hasta 10 s.m.,99730,21412,0,0,0,0,0,0,0,0
3769,2017,Queretaro,No especificado,28359,10198,0,0,0,0,0,0,0,0
3770,2017,Queretaro,No recibe ingresos,140299,9427,0,0,0,0,0,0,0,0
3771,2017,Quintana Roo,1 salario m¡nimo,355,355,0,0,0,0,0,0,0,0
3772,2017,Quintana Roo,Menos de 1 s.m.,170637,11182,0,0,0,0,0,0,0,0
3773,2017,Quintana Roo,M s de 1 hasta 2 s.m.,8912,1524,0,0,0,0,0,0,0,0
3774,2017,Quintana Roo,M s de 10 s.m.,473640,261602,0,0,0,0,0,0,0,0
3775,2017,Quintana Roo,M s de 2 hasta 3 s.m.,279081,13320,0,0,0,0,0,0,0,0
3776,2017,Quintana Roo,M s de 3 hasta 5 s.m.,193026,73933,0,0,0,0,0,0,0,0
3777,2017,Quintana Roo,M s de 5 hasta 10 s.m.,79527,17779,0,0,0,0,0,0,0,0
3778,2017,Quintana Roo,No especificado,20380,10296,0,0,0,0,0,0,0,0
3779,2017,Quintana Roo,No recibe ingresos,196177,19092,0,0,0,0,0,0,0,0
3780,2017,San Luis Potos¡,1 salario m¡nimo,21016,1464,0,0,0,0,0,0,0,0
3781,2017,San Luis Potos¡,Menos de 1 s.m.,842997,67509,0,0,0,0,0,0,0,0
3782,2017,San Luis Potos¡,M s de 1 hasta 2 s.m.,14841,2715,0,0,0,0,0,0,0,0
3783,2017,San Luis Potos¡,M s de 10 s.m.,690606,410133,0,0,0,0,0,0,0,0
3784,2017,San Luis Potos¡,M s de 2 hasta 3 s.m.,392258,10671,0,0,0,0,0,0,0,0
3785,2017,San Luis Potos¡,M s de 3 hasta 5 s.m.,855780,313895,0,0,0,0,0,0,0,0
3786,2017,San Luis Potos¡,M s de 5 hasta 10 s.m.,101221,24499,0,0,0,0,0,0,0,0
3787,2017,San Luis Potos¡,No especificado,24717,8829,0,0,0,0,0,0,0,0
3788,2017,San Luis Potos¡,No recibe ingresos,149105,8471,0,0,0,0,0,0,0,0
3789,2017,Sinaloa,1 salario m¡nimo,30606,223,0,0,0,0,0,0,0,0
3790,2017,Sinaloa,Menos de 1 s.m.,843059,124787,0,0,0,0,0,0,0,0
3791,2017,Sinaloa,M s de 1 hasta 2 s.m.,29211,4484,0,0,0,0,0,0,0,0
3792,2017,Sinaloa,M s de 10 s.m.,887555,503063,0,0,0,0,0,0,0,0
3793,2017,Sinaloa,M s de 2 hasta 3 s.m.,473900,13321,0,0,0,0,0,0,0,0
3794,2017,Sinaloa,M s de 3 hasta 5 s.m.,585370,249425,0,0,0,0,0,0,0,0
3795,2017,Sinaloa,M s de 5 hasta 10 s.m.,170486,45143,0,0,0,0,0,0,0,0
3796,2017,Sinaloa,No especificado,37519,18315,0,0,0,0,0,0,0,0
3797,2017,Sinaloa,No recibe ingresos,153586,12058,0,0,0,0,0,0,0,0
3798,2017,Sonora,1 salario m¡nimo,58768,4128,0,0,0,0,0,0,0,0
3799,2017,Sonora,Menos de 1 s.m.,618736,115397,0,0,0,0,0,0,0,0
3800,2017,Sonora,M s de 1 hasta 2 s.m.,46778,5050,0,0,0,0,0,0,0,0
3801,2017,Sonora,M s de 10 s.m.,772298,423778,0,0,0,0,0,0,0,0
3802,2017,Sonora,M s de 2 hasta 3 s.m.,445958,10668,0,0,0,0,0,0,0,0
3803,2017,Sonora,M s de 3 hasta 5 s.m.,974329,451881,0,0,0,0,0,0,0,0
3804,2017,Sonora,M s de 5 hasta 10 s.m.,200382,48376,0,0,0,0,0,0,0,0
3805,2017,Sonora,No especificado,45708,11995,0,0,0,0,0,0,0,0
3806,2017,Sonora,No recibe ingresos,151149,16292,0,0,0,0,0,0,0,0
3807,2017,Tabasco,1 salario m¡nimo,93171,17312,0,0,0,0,0,0,0,0
3808,2017,Tabasco,Menos de 1 s.m.,578112,16342,0,0,0,0,0,0,0,0
3809,2017,Tabasco,M s de 1 hasta 2 s.m.,16361,3045,0,0,0,0,0,0,0,0
3810,2017,Tabasco,M s de 10 s.m.,614960,315491,0,0,0,0,0,0,0,0
3811,2017,Tabasco,M s de 2 hasta 3 s.m.,276947,8212,0,0,0,0,0,0,0,0
3812,2017,Tabasco,M s de 3 hasta 5 s.m.,322872,122324,0,0,0,0,0,0,0,0
3813,2017,Tabasco,M s de 5 hasta 10 s.m.,95786,20553,0,0,0,0,0,0,0,0
3814,2017,Tabasco,No especificado,15365,4435,0,0,0,0,0,0,0,0
3815,2017,Tabasco,No recibe ingresos,182765,6691,0,0,0,0,0,0,0,0
3816,2017,Tamaulipas,1 salario m¡nimo,42782,4865,0,0,0,0,0,0,0,0
3817,2017,Tamaulipas,Menos de 1 s.m.,438878,24892,0,0,0,0,0,0,0,0
3818,2017,Tamaulipas,M s de 1 hasta 2 s.m.,50819,7266,0,0,0,0,0,0,0,0
3819,2017,Tamaulipas,M s de 10 s.m.,975913,547507,0,0,0,0,0,0,0,0
3820,2017,Tamaulipas,M s de 2 hasta 3 s.m.,484121,14584,0,0,0,0,0,0,0,0
3821,2017,Tamaulipas,M s de 3 hasta 5 s.m.,1291685,488520,0,0,0,0,0,0,0,0
3822,2017,Tamaulipas,M s de 5 hasta 10 s.m.,136002,39908,0,0,0,0,0,0,0,0
3823,2017,Tamaulipas,No especificado,47964,18223,0,0,0,0,0,0,0,0
3824,2017,Tamaulipas,No recibe ingresos,376497,50378,0,0,0,0,0,0,0,0
3825,2017,Tlaxcala,1 salario m¡nimo,1231,1231,0,0,0,0,0,0,0,0
3826,2017,Tlaxcala,Menos de 1 s.m.,233609,23535,0,0,0,0,0,0,0,0
3827,2017,Tlaxcala,M s de 1 hasta 2 s.m.,2857,1017,0,0,0,0,0,0,0,0
3828,2017,Tlaxcala,M s de 10 s.m.,364010,209994,0,0,0,0,0,0,0,0
3829,2017,Tlaxcala,M s de 2 hasta 3 s.m.,226314,4416,0,0,0,0,0,0,0,0
3830,2017,Tlaxcala,M s de 3 hasta 5 s.m.,583695,236465,0,0,0,0,0,0,0,0
3831,2017,Tlaxcala,M s de 5 hasta 10 s.m.,44292,6747,0,0,0,0,0,0,0,0
3832,2017,Tlaxcala,No especificado,5648,2384,0,0,0,0,0,0,0,0
3833,2017,Tlaxcala,No recibe ingresos,62089,2815,0,0,0,0,0,0,0,0
3834,2017,Veracruz,1 salario m¡nimo,51389,2314,0,0,0,0,0,0,0,0
3835,2017,Veracruz,Menos de 1 s.m.,3139769,196102,0,0,0,0,0,0,0,0
3836,2017,Veracruz,M s de 1 hasta 2 s.m.,86555,10619,0,0,0,0,0,0,0,0
3837,2017,Veracruz,M s de 10 s.m.,1957947,1154094,0,0,0,0,0,0,0,0
3838,2017,Veracruz,M s de 2 hasta 3 s.m.,1083358,17371,0,0,0,0,0,0,0,0
3839,2017,Veracruz,M s de 3 hasta 5 s.m.,1056548,296737,0,0,0,0,0,0,0,0
3840,2017,Veracruz,M s de 5 hasta 10 s.m.,307240,63217,0,0,0,0,0,0,0,0
3841,2017,Veracruz,No especificado,60740,34332,0,0,0,0,0,0,0,0
3842,2017,Veracruz,No recibe ingresos,531039,39005,0,0,0,0,0,0,0,0
3843,2017,Yucat n,1 salario m¡nimo,6418,726,0,0,0,0,0,0,0,0
3844,2017,Yucat n,Menos de 1 s.m.,448011,22363,0,0,0,0,0,0,0,0
3845,2017,Yucat n,M s de 1 hasta 2 s.m.,20775,3395,0,0,0,0,0,0,0,0
3846,2017,Yucat n,M s de 10 s.m.,554789,307956,0,0,0,0,0,0,0,0
3847,2017,Yucat n,M s de 2 hasta 3 s.m.,356619,15644,0,0,0,0,0,0,0,0
3848,2017,Yucat n,M s de 3 hasta 5 s.m.,747927,376761,0,0,0,0,0,0,0,0
3849,2017,Yucat n,M s de 5 hasta 10 s.m.,118574,31603,0,0,0,0,0,0,0,0
3850,2017,Yucat n,No especificado,36254,9910,0,0,0,0,0,0,0,0
3851,2017,Yucat n,No recibe ingresos,148054,9641,0,0,0,0,0,0,0,0
3852,2017,Zacatecas,1 salario m¡nimo,44456,1288,0,0,0,0,0,0,0,0
3853,2017,Zacatecas,Menos de 1 s.m.,572445,72630,0,0,0,0,0,0,0,0
3854,2017,Zacatecas,M s de 1 hasta 2 s.m.,5240,825,0,0,0,0,0,0,0,0
3855,2017,Zacatecas,M s de 10 s.m.,395262,234787,0,0,0,0,0,0,0,0
3856,2017,Zacatecas,M s de 2 hasta 3 s.m.,261497,6626,0,0,0,0,0,0,0,0
3857,2017,Zacatecas,M s de 3 hasta 5 s.m.,296773,113342,0,0,0,0,0,0,0,0
3858,2017,Zacatecas,M s de 5 hasta 10 s.m.,66720,11992,0,0,0,0,0,0,0,0
3859,2017,Zacatecas,No especificado,11133,3742,0,0,0,0,0,0,0,0
3860,2017,Zacatecas,No recibe ingresos,41772,4328,0,0,0,0,0,0,0,0
3861,2018,Aguascalientes,1 salario m¡nimo,8957,180,0,0,0,0,0,0,0,0
3862,2018,Aguascalientes,Menos de 1 s.m.,111973,7550,0,0,0,0,0,0,0,0
3863,2018,Aguascalientes,M s de 1 hasta 2 s.m.,7216,2510,0,0,0,0,0,0,0,0
3864,2018,Aguascalientes,M s de 10 s.m.,326931,172676,0,0,0,0,0,0,0,0
3865,2018,Aguascalientes,M s de 2 hasta 3 s.m.,182576,8607,0,0,0,0,0,0,0,0
3866,2018,Aguascalientes,M s de 3 hasta 5 s.m.,562894,181859,0,0,0,0,0,0,0,0
3867,2018,Aguascalientes,M s de 5 hasta 10 s.m.,76321,19138,0,0,0,0,0,0,0,0
3868,2018,Aguascalientes,No especificado,15219,6720,0,0,0,0,0,0,0,0
3869,2018,Aguascalientes,No recibe ingresos,85493,4440,0,0,0,0,0,0,0,0
3870,2018,Baja California,1 salario m¡nimo,3429,3429,0,0,0,0,0,0,0,0
3871,2018,Baja California,Menos de 1 s.m.,299611,84618,0,0,0,0,0,0,0,0
3872,2018,Baja California,M s de 1 hasta 2 s.m.,21251,2772,0,0,0,0,0,0,0,0
3873,2018,Baja California,M s de 10 s.m.,1062984,555903,0,0,0,0,0,0,0,0
3874,2018,Baja California,M s de 2 hasta 3 s.m.,459737,18725,0,0,0,0,0,0,0,0
3875,2018,Baja California,M s de 3 hasta 5 s.m.,1627538,656876,0,0,0,0,0,0,0,0
3876,2018,Baja California,M s de 5 hasta 10 s.m.,187466,66878,0,0,0,0,0,0,0,0
3877,2018,Baja California,No especificado,44669,14899,0,0,0,0,0,0,0,0
3878,2018,Baja California,No recibe ingresos,292818,23727,0,0,0,0,0,0,0,0
3879,2018,Baja California Sur,1 salario m¡nimo,21068,2500,0,0,0,0,0,0,0,0
3880,2018,Baja California Sur,Menos de 1 s.m.,103328,19087,0,0,0,0,0,0,0,0
3881,2018,Baja California Sur,M s de 1 hasta 2 s.m.,12676,2133,0,0,0,0,0,0,0,0
3882,2018,Baja California Sur,M s de 10 s.m.,238576,132543,0,0,0,0,0,0,0,0
3883,2018,Baja California Sur,M s de 2 hasta 3 s.m.,177663,11625,0,0,0,0,0,0,0,0
3884,2018,Baja California Sur,M s de 3 hasta 5 s.m.,101897,34979,0,0,0,0,0,0,0,0
3885,2018,Baja California Sur,M s de 5 hasta 10 s.m.,43760,10861,0,0,0,0,0,0,0,0
3886,2018,Baja California Sur,No especificado,11347,4911,0,0,0,0,0,0,0,0
3887,2018,Baja California Sur,No recibe ingresos,62044,7707,0,0,0,0,0,0,0,0
3888,2018,Campeche,1 salario m¡nimo,30214,8344,0,0,0,0,0,0,0,0
3889,2018,Campeche,Menos de 1 s.m.,341841,19369,0,0,0,0,0,0,0,0
3890,2018,Campeche,M s de 1 hasta 2 s.m.,4467,831,0,0,0,0,0,0,0,0
3891,2018,Campeche,M s de 10 s.m.,260720,154622,0,0,0,0,0,0,0,0
3892,2018,Campeche,M s de 2 hasta 3 s.m.,138038,7415,0,0,0,0,0,0,0,0
3893,2018,Campeche,M s de 3 hasta 5 s.m.,149444,76331,0,0,0,0,0,0,0,0
3894,2018,Campeche,M s de 5 hasta 10 s.m.,28909,5694,0,0,0,0,0,0,0,0
3895,2018,Campeche,No especificado,10116,3080,0,0,0,0,0,0,0,0
3896,2018,Campeche,No recibe ingresos,52250,3117,0,0,0,0,0,0,0,0
